name,category,lat,long,img,description
Троицкая церковь,"religion,other_temples,interesting_places",56.380562,43.831898,,
Церковь Святого Апостола Андрея Первозванного,"religion,churches,interesting_places,other_churches",55.38652,43.823315,,
Памятник Валерию Чкалову,"historic,monuments_and_memorials,interesting_places,monuments",56.330002,44.009441,,
Дом С. Я. Никлауса,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.325733,44.025261,,
Крестьянский поземельный банк (Нижний Новгород),"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.325352,44.012302,,
Здание городской Думы (Нижний Новгород),"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.326031,44.004143,,
Нижегородская уездная земская управа,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.324886,44.024456,,
Усадьба М. Н. Щелокова (1908—1909),"architecture,historic_architecture,interesting_places,manor_houses",56.324028,43.999893,,
Жилой флигель мещанина И. Ф. Васильченко,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.313461,43.981686,,
Жилой дом П. Н. Щелухиной,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.311279,43.994751,,
Дом П. Д. Климова,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.324245,44.025642,,
Дом Е. Е. Пальцева,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.321701,43.999557,,
Ансамбль усадьбы М. П. Водовозовой — М. П. Солина,"architecture,historic_architecture,interesting_places,manor_houses",56.321629,43.97485,,
Усадьба Щукиных — А. Ненюкова,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.319927,43.972595,,
Дом Н. С. Чеснокова,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.320099,43.98975,,
Усадьба В. В. Бердиниковой,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.311745,43.995369,,
Комплекс зданий Губернской земской управы,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.32814,44.017303,,
Церковь Успения Пресвятой Богородицы в селе Новоуспенском,"religion,churches,interesting_places,other_churches",57.752266,46.028831,,
Жилой дом Горьковского автозавода,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.329121,44.009289,,
Горьковская детская железная дорога имени М. Горького,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.308151,43.933456,,
Швейцария (парк),"gardens_and_parks,cultural,urban_environment,interesting_places",56.274372,43.975014,,
Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",55.389221,43.813046,,
Храм в честь Тихвинской иконы Божией Матери,"religion,other_temples,interesting_places",55.372986,43.82674,,
Церковь Успения Божьей Матери на Бугровском кладбище,"religion,churches,interesting_places,eastern_orthodox_churches",56.300087,43.993252,,
Семёновский историко-художественный музей,"museums,cultural,interesting_places,history_museums,art_galleries",56.787777,44.493889,,
Усадьба Голицыных (Нижний Новгород),"architecture,historic_architecture,interesting_places,manor_houses",56.327095,43.982628,,
Дом Верениновых,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.316814,43.987331,,
Дом дворянского собрания (Нижний Новгород),"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.32225,44.00095,,
Успенская церковь,"religion,churches,interesting_places,eastern_orthodox_churches",55.353558,42.064396,,
Жилой дом Панкратовых,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.310318,43.994366,,
Дом Д. В. Сироткина (1896—1898),"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.322624,43.991692,,
Дома причта Никольской церкви,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.324955,44.002758,,
Дом А. С. Остатошникова с магазином,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.32296,44.001755,,
Дом В. Митрофанова — И. Мокеева,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.321281,44.00074,,
Владимирское реальное училище,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.319366,43.996513,,
Дом Ненюковых,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.320267,43.972897,,
